"country","year","sex","age","suicides_no","population","suicides.100k.pop","country.year","HDI.for.year","gdp_for_year....","gdp_per_capita....","generation","pop","suicide"
"Canada",2002,"male",75,164,691551,23.71,"Canada2002",NA,"757,950,678,647",25570,"Silent",6.91551,0.164
"Canada",2002,"male",25,466,2194450,21.24,"Canada2002",NA,"757,950,678,647",25570,"Generation X",21.9445,0.466
"Canada",2002,"male",55,527,2550479,20.66,"Canada2002",NA,"757,950,678,647",25570,"Silent",25.50479,0.527
"Canada",2002,"male",15,384,2192632,17.51,"Canada2002",NA,"757,950,678,647",25570,"Millenials",21.92632,0.384
"Canada",2002,"female",35,370,4929966,7.51,"Canada2002",NA,"757,950,678,647",25570,"Boomers",49.29966,0.37
"Canada",2002,"female",25,124,2142391,5.79,"Canada2002",NA,"757,950,678,647",25570,"Generation X",21.42391,0.124
"Canada",2002,"female",55,150,2707035,5.54,"Canada2002",NA,"757,950,678,647",25570,"Silent",27.07035,0.15
"Canada",2002,"female",15,108,2084984,5.18,"Canada2002",NA,"757,950,678,647",25570,"Millenials",20.84984,0.108
"Canada",2002,"female",75,30,1126677,2.66,"Canada2002",NA,"757,950,678,647",25570,"Silent",11.26677,0.03
"Canada",2002,"male",5,18,2097593,0.86,"Canada2002",NA,"757,950,678,647",25570,"Millenials",20.97593,0.018
"Canada",2002,"female",5,17,1997372,0.85,"Canada2002",NA,"757,950,678,647",25570,"Millenials",19.97372,0.017
"Canada",2003,"male",35,1317,4950960,26.6,"Canada2003",NA,"892,380,986,368",29787,"Boomers",49.5096,1.317
"Canada",2003,"male",55,581,2636917,22.03,"Canada2003",NA,"892,380,986,368",29787,"Silent",26.36917,0.581
"Canada",2003,"male",75,151,718916,21,"Canada2003",NA,"892,380,986,368",29787,"Silent",7.18916,0.151
"Canada",2003,"male",25,426,2205120,19.32,"Canada2003",NA,"892,380,986,368",29787,"Generation X",22.0512,0.426
"Canada",2003,"male",15,409,2211023,18.5,"Canada2003",NA,"892,380,986,368",29787,"Millenials",22.11023,0.409
"Canada",2003,"female",35,438,4956221,8.84,"Canada2003",NA,"892,380,986,368",29787,"Boomers",49.56221,0.438
"Canada",2003,"female",15,113,2103731,5.37,"Canada2003",NA,"892,380,986,368",29787,"Millenials",21.03731,0.113
"Canada",2003,"female",25,114,2151969,5.3,"Canada2003",NA,"892,380,986,368",29787,"Generation X",21.51969,0.114
"Canada",2003,"female",55,145,2792599,5.19,"Canada2003",NA,"892,380,986,368",29787,"Silent",27.92599,0.145
"Canada",2003,"female",75,44,1156073,3.81,"Canada2003",NA,"892,380,986,368",29787,"Silent",11.56073,0.044
"Canada",2003,"male",5,19,2087408,0.91,"Canada2003",NA,"892,380,986,368",29787,"Millenials",20.87408,0.019
"Canada",2003,"female",5,8,1987896,0.4,"Canada2003",NA,"892,380,986,368",29787,"Millenials",19.87896,0.008
"Canada",2004,"male",35,1210,4982932,24.28,"Canada2004",NA,"1,023,196,003,075",33787,"Boomers",49.82932,1.21
"Canada",2004,"male",25,477,2220407,21.48,"Canada2004",NA,"1,023,196,003,075",33787,"Generation X",22.20407,0.477
"Canada",2004,"male",75,154,744741,20.68,"Canada2004",NA,"1,023,196,003,075",33787,"Silent",7.44741,0.154
"Canada",2004,"male",55,497,2721795,18.26,"Canada2004",NA,"1,023,196,003,075",33787,"Silent",27.21795,0.497
"Canada",2004,"male",15,379,2230355,16.99,"Canada2004",NA,"1,023,196,003,075",33787,"Millenials",22.30355,0.379
"Canada",2004,"female",35,428,4986017,8.58,"Canada2004",NA,"1,023,196,003,075",33787,"Boomers",49.86017,0.428
"Canada",2004,"female",55,181,2879432,6.29,"Canada2004",NA,"1,023,196,003,075",33787,"Silent",28.79432,0.181
"Canada",2004,"female",25,114,2169563,5.25,"Canada2004",NA,"1,023,196,003,075",33787,"Generation X",21.69563,0.114
"Canada",2004,"female",15,101,2124167,4.75,"Canada2004",NA,"1,023,196,003,075",33787,"Millenials",21.24167,0.101
"Canada",2004,"female",75,44,1183549,3.72,"Canada2004",NA,"1,023,196,003,075",33787,"Silent",11.83549,0.044
"Canada",2004,"male",5,17,2069874,0.82,"Canada2004",NA,"1,023,196,003,075",33787,"Millenials",20.69874,0.017
"Canada",2004,"female",5,11,1971134,0.56,"Canada2004",NA,"1,023,196,003,075",33787,"Millenials",19.71134,0.011
"Canada",2005,"male",35,1341,5018957,26.72,"Canada2005",0.892,"1,169,357,979,865",38218,"Boomers",50.18957,1.341
"Canada",2005,"male",75,165,772032,21.37,"Canada2005",0.892,"1,169,357,979,865",38218,"Silent",7.72032,0.165
"Canada",2005,"male",55,539,2802901,19.23,"Canada2005",0.892,"1,169,357,979,865",38218,"Silent",28.02901,0.539
"Canada",2005,"male",25,415,2236320,18.56,"Canada2005",0.892,"1,169,357,979,865",38218,"Generation X",22.3632,0.415
"Canada",2005,"male",15,378,2249377,16.8,"Canada2005",0.892,"1,169,357,979,865",38218,"Millenials",22.49377,0.378
"Canada",2005,"female",35,418,5018764,8.33,"Canada2005",0.892,"1,169,357,979,865",38218,"Boomers",50.18764,0.418
"Canada",2005,"female",15,131,2144094,6.11,"Canada2005",0.892,"1,169,357,979,865",38218,"Millenials",21.44094,0.131
"Canada",2005,"female",55,158,2961910,5.33,"Canada2005",0.892,"1,169,357,979,865",38218,"Silent",29.6191,0.158
"Canada",2005,"female",75,58,1211769,4.79,"Canada2005",0.892,"1,169,357,979,865",38218,"Silent",12.11769,0.058
"Canada",2005,"female",25,96,2188897,4.39,"Canada2005",0.892,"1,169,357,979,865",38218,"Generation X",21.88897,0.096
"Canada",2005,"female",5,25,1947297,1.28,"Canada2005",0.892,"1,169,357,979,865",38218,"Millenials",19.47297,0.025
"Canada",2005,"male",5,19,2044772,0.93,"Canada2005",0.892,"1,169,357,979,865",38218,"Millenials",20.44772,0.019
"Canada",2006,"male",35,1202,5050497,23.8,"Canada2006",NA,"1,315,415,197,461",42566,"Boomers",50.50497,1.202
"Canada",2006,"male",75,188,806380,23.31,"Canada2006",NA,"1,315,415,197,461",42566,"Silent",8.0638,0.188
"Canada",2006,"male",55,599,2910932,20.58,"Canada2006",NA,"1,315,415,197,461",42566,"Silent",29.10932,0.599
"Canada",2006,"male",25,362,2220384,16.3,"Canada2006",NA,"1,315,415,197,461",42566,"Generation X",22.20384,0.362
"Canada",2006,"male",15,331,2288073,14.47,"Canada2006",NA,"1,315,415,197,461",42566,"Millenials",22.88073,0.331
"Canada",2006,"female",35,362,5021174,7.21,"Canada2006",NA,"1,315,415,197,461",42566,"Boomers",50.21174,0.362
"Canada",2006,"female",55,187,3071300,6.09,"Canada2006",NA,"1,315,415,197,461",42566,"Silent",30.713,0.187
"Canada",2006,"female",25,118,2177957,5.42,"Canada2006",NA,"1,315,415,197,461",42566,"Generation X",21.77957,0.118
"Canada",2006,"female",15,86,2179623,3.95,"Canada2006",NA,"1,315,415,197,461",42566,"Millenials",21.79623,0.086
"Canada",2006,"female",75,46,1241475,3.71,"Canada2006",NA,"1,315,415,197,461",42566,"Silent",12.41475,0.046
"Canada",2006,"female",5,18,1920311,0.94,"Canada2006",NA,"1,315,415,197,461",42566,"Millenials",19.20311,0.018
"Canada",2006,"male",5,13,2014856,0.65,"Canada2006",NA,"1,315,415,197,461",42566,"Millenials",20.14856,0.013
"Canada",2007,"male",35,1224,5064536,24.17,"Canada2007",NA,"1,464,977,190,206",46890,"Boomers",50.64536,1.224
"Canada",2007,"male",75,183,837259,21.86,"Canada2007",NA,"1,464,977,190,206",46890,"Silent",8.37259,0.183
"Canada",2007,"male",25,404,2250433,17.95,"Canada2007",NA,"1,464,977,190,206",46890,"Generation X",22.50433,0.404
"Canada",2007,"male",55,539,3006062,17.93,"Canada2007",NA,"1,464,977,190,206",46890,"Silent",30.06062,0.539
"Canada",2007,"male",15,359,2318148,15.49,"Canada2007",NA,"1,464,977,190,206",46890,"Millenials",23.18148,0.359
"Canada",2007,"female",35,400,5030803,7.95,"Canada2007",NA,"1,464,977,190,206",46890,"Boomers",50.30803,0.4
"Canada",2007,"female",55,188,3170541,5.93,"Canada2007",NA,"1,464,977,190,206",46890,"Silent",31.70541,0.188
"Canada",2007,"female",15,116,2206555,5.26,"Canada2007",NA,"1,464,977,190,206",46890,"Millenials",22.06555,0.116
"Canada",2007,"female",25,113,2212210,5.11,"Canada2007",NA,"1,464,977,190,206",46890,"Generation X",22.1221,0.113
"Canada",2007,"female",75,52,1269438,4.1,"Canada2007",NA,"1,464,977,190,206",46890,"Silent",12.69438,0.052
"Canada",2007,"male",5,18,1986129,0.91,"Canada2007",NA,"1,464,977,190,206",46890,"Generation Z",19.86129,0.018
"Canada",2007,"female",5,15,1890517,0.79,"Canada2007",NA,"1,464,977,190,206",46890,"Generation Z",18.90517,0.015
"Canada",2008,"male",35,1241,5076969,24.44,"Canada2008",NA,"1,549,131,208,997",49041,"Boomers",50.76969,1.241
"Canada",2008,"male",75,192,866435,22.16,"Canada2008",NA,"1,549,131,208,997",49041,"Silent",8.66435,0.192
"Canada",2008,"male",55,589,3107189,18.96,"Canada2008",NA,"1,549,131,208,997",49041,"Silent",31.07189,0.589
"Canada",2008,"male",25,395,2286010,17.28,"Canada2008",NA,"1,549,131,208,997",49041,"Generation X",22.8601,0.395
"Canada",2008,"male",15,344,2341539,14.69,"Canada2008",NA,"1,549,131,208,997",49041,"Millenials",23.41539,0.344
"Canada",2008,"female",35,413,5038500,8.2,"Canada2008",NA,"1,549,131,208,997",49041,"Boomers",50.385,0.413
"Canada",2008,"female",55,231,3276332,7.05,"Canada2008",NA,"1,549,131,208,997",49041,"Silent",32.76332,0.231
"Canada",2008,"female",15,119,2227003,5.34,"Canada2008",NA,"1,549,131,208,997",49041,"Millenials",22.27003,0.119
"Canada",2008,"female",25,118,2251723,5.24,"Canada2008",NA,"1,549,131,208,997",49041,"Generation X",22.51723,0.118
"Canada",2008,"female",75,38,1296269,2.93,"Canada2008",NA,"1,549,131,208,997",49041,"Silent",12.96269,0.038
"Canada",2008,"male",5,16,1959155,0.82,"Canada2008",NA,"1,549,131,208,997",49041,"Generation Z",19.59155,0.016
"Canada",2008,"female",5,9,1861517,0.48,"Canada2008",NA,"1,549,131,208,997",49041,"Generation Z",18.61517,0.009
"Canada",2009,"male",35,1328,5085328,26.11,"Canada2009",NA,"1,371,153,004,986",42933,"Boomers",50.85328,1.328
"Canada",2009,"male",55,680,3216246,21.14,"Canada2009",NA,"1,371,153,004,986",42933,"Silent",32.16246,0.68
"Canada",2009,"male",75,182,893202,20.38,"Canada2009",NA,"1,371,153,004,986",42933,"Silent",8.93202,0.182
"Canada",2009,"male",25,437,2325144,18.79,"Canada2009",NA,"1,371,153,004,986",42933,"Generation X",23.25144,0.437
"Canada",2009,"male",15,349,2355316,14.82,"Canada2009",NA,"1,371,153,004,986",42933,"Millenials",23.55316,0.349
"Canada",2009,"female",35,402,5043261,7.97,"Canada2009",NA,"1,371,153,004,986",42933,"Boomers",50.43261,0.402
"Canada",2009,"female",15,130,2238546,5.81,"Canada2009",NA,"1,371,153,004,986",42933,"Millenials",22.38546,0.13
"Canada",2009,"female",55,192,3389717,5.66,"Canada2009",NA,"1,371,153,004,986",42933,"Silent",33.89717,0.192
"Canada",2009,"female",25,119,2293665,5.19,"Canada2009",NA,"1,371,153,004,986",42933,"Generation X",22.93665,0.119
"Canada",2009,"female",75,46,1322098,3.48,"Canada2009",NA,"1,371,153,004,986",42933,"Silent",13.22098,0.046
"Canada",2009,"male",5,13,1937420,0.67,"Canada2009",NA,"1,371,153,004,986",42933,"Generation Z",19.3742,0.013
"Canada",2009,"female",5,12,1837414,0.65,"Canada2009",NA,"1,371,153,004,986",42933,"Generation Z",18.37414,0.012
"Canada",2010,"male",35,1292,5088099,25.39,"Canada2010",0.903,"1,613,464,422,811",49974,"Generation X",50.88099,1.292
"Canada",2010,"male",75,200,917671,21.79,"Canada2010",0.903,"1,613,464,422,811",49974,"Silent",9.17671,0.2
"Canada",2010,"male",55,690,3333897,20.7,"Canada2010",0.903,"1,613,464,422,811",49974,"Silent",33.33897,0.69
"Canada",2010,"male",25,409,2366854,17.28,"Canada2010",0.903,"1,613,464,422,811",49974,"Generation X",23.66854,0.409
"Canada",2010,"male",15,371,2357806,15.73,"Canada2010",0.903,"1,613,464,422,811",49974,"Millenials",23.57806,0.371
"Canada",2010,"female",35,402,5044926,7.97,"Canada2010",0.903,"1,613,464,422,811",49974,"Generation X",50.44926,0.402
"Canada",2010,"female",55,237,3510692,6.75,"Canada2010",0.903,"1,613,464,422,811",49974,"Silent",35.10692,0.237
"Canada",2010,"female",25,154,2335884,6.59,"Canada2010",0.903,"1,613,464,422,811",49974,"Generation X",23.35884,0.154
"Canada",2010,"female",15,115,2239759,5.13,"Canada2010",0.903,"1,613,464,422,811",49974,"Millenials",22.39759,0.115
"Canada",2010,"female",75,49,1347679,3.64,"Canada2010",0.903,"1,613,464,422,811",49974,"Silent",13.47679,0.049
"Canada",2010,"male",5,19,1922599,0.99,"Canada2010",0.903,"1,613,464,422,811",49974,"Generation Z",19.22599,0.019
"Canada",2010,"female",5,13,1820274,0.71,"Canada2010",0.903,"1,613,464,422,811",49974,"Generation Z",18.20274,0.013
"Canada",2011,"male",35,1127,5074280,22.21,"Canada2011",0.909,"1,788,647,906,048",54841,"Generation X",50.7428,1.127
"Canada",2011,"male",55,683,3455517,19.77,"Canada2011",0.909,"1,788,647,906,048",54841,"Boomers",34.55517,0.683
"Canada",2011,"male",75,184,943428,19.5,"Canada2011",0.909,"1,788,647,906,048",54841,"Silent",9.43428,0.184
"Canada",2011,"male",25,410,2400784,17.08,"Canada2011",0.909,"1,788,647,906,048",54841,"Millenials",24.00784,0.41
"Canada",2011,"male",15,364,2356694,15.45,"Canada2011",0.909,"1,788,647,906,048",54841,"Millenials",23.56694,0.364
"Canada",2011,"female",35,390,5032043,7.75,"Canada2011",0.909,"1,788,647,906,048",54841,"Generation X",50.32043,0.39
"Canada",2011,"female",15,135,2248192,6,"Canada2011",0.909,"1,788,647,906,048",54841,"Millenials",22.48192,0.135
"Canada",2011,"female",55,215,3629587,5.92,"Canada2011",0.909,"1,788,647,906,048",54841,"Boomers",36.29587,0.215
"Canada",2011,"female",25,134,2370185,5.65,"Canada2011",0.909,"1,788,647,906,048",54841,"Millenials",23.70185,0.134
"Canada",2011,"female",75,55,1368680,4.02,"Canada2011",0.909,"1,788,647,906,048",54841,"Silent",13.6868,0.055
"Canada",2011,"female",5,18,1815461,0.99,"Canada2011",0.909,"1,788,647,906,048",54841,"Generation Z",18.15461,0.018
"Canada",2011,"male",5,13,1920567,0.68,"Canada2011",0.909,"1,788,647,906,048",54841,"Generation Z",19.20567,0.013
"Canada",2012,"male",35,1205,5056024,23.83,"Canada2012",0.91,"1,824,288,757,448",55347,"Generation X",50.56024,1.205
"Canada",2012,"male",55,770,3586361,21.47,"Canada2012",0.91,"1,824,288,757,448",55347,"Boomers",35.86361,0.77
"Canada",2012,"male",75,180,967342,18.61,"Canada2012",0.91,"1,824,288,757,448",55347,"Silent",9.67342,0.18
"Canada",2012,"male",25,419,2431632,17.23,"Canada2012",0.91,"1,824,288,757,448",55347,"Millenials",24.31632,0.419
"Canada",2012,"male",15,381,2358461,16.15,"Canada2012",0.91,"1,824,288,757,448",55347,"Millenials",23.58461,0.381
"Canada",2012,"female",35,385,5018897,7.67,"Canada2012",0.91,"1,824,288,757,448",55347,"Generation X",50.18897,0.385
"Canada",2012,"female",55,241,3756013,6.42,"Canada2012",0.91,"1,824,288,757,448",55347,"Boomers",37.56013,0.241
"Canada",2012,"female",15,137,2255895,6.07,"Canada2012",0.91,"1,824,288,757,448",55347,"Millenials",22.55895,0.137
"Canada",2012,"female",25,129,2403433,5.37,"Canada2012",0.91,"1,824,288,757,448",55347,"Millenials",24.03433,0.129
"Canada",2012,"female",75,45,1389078,3.24,"Canada2012",0.91,"1,824,288,757,448",55347,"Silent",13.89078,0.045
"Canada",2012,"female",5,17,1816079,0.94,"Canada2012",0.91,"1,824,288,757,448",55347,"Generation Z",18.16079,0.017
"Canada",2012,"male",5,17,1921981,0.88,"Canada2012",0.91,"1,824,288,757,448",55347,"Generation Z",19.21981,0.017
"Canada",2013,"male",35,1244,5032714,24.72,"Canada2013",0.912,"1,842,628,005,830",55310,"Generation X",50.32714,1.244
"Canada",2013,"male",75,231,991048,23.31,"Canada2013",0.912,"1,842,628,005,830",55310,"Silent",9.91048,0.231
"Canada",2013,"male",55,812,3724622,21.8,"Canada2013",0.912,"1,842,628,005,830",55310,"Boomers",37.24622,0.812
"Canada",2013,"male",25,439,2456335,17.87,"Canada2013",0.912,"1,842,628,005,830",55310,"Millenials",24.56335,0.439
"Canada",2013,"male",15,300,2362807,12.7,"Canada2013",0.912,"1,842,628,005,830",55310,"Millenials",23.62807,0.3
"Canada",2013,"female",35,400,5003771,7.99,"Canada2013",0.912,"1,842,628,005,830",55310,"Generation X",50.03771,0.4
"Canada",2013,"female",55,255,3887315,6.56,"Canada2013",0.912,"1,842,628,005,830",55310,"Boomers",38.87315,0.255
"Canada",2013,"female",15,138,2261173,6.1,"Canada2013",0.912,"1,842,628,005,830",55310,"Millenials",22.61173,0.138
"Canada",2013,"female",25,135,2433660,5.55,"Canada2013",0.912,"1,842,628,005,830",55310,"Millenials",24.3366,0.135
"Canada",2013,"female",75,65,1410630,4.61,"Canada2013",0.912,"1,842,628,005,830",55310,"Silent",14.1063,0.065
"Canada",2013,"female",5,20,1823010,1.1,"Canada2013",0.912,"1,842,628,005,830",55310,"Generation Z",18.2301,0.02
"Canada",2013,"male",5,15,1927751,0.78,"Canada2013",0.912,"1,842,628,005,830",55310,"Generation Z",19.27751,0.015
"Chile",1985,"male",75,34,87600,38.81,"Chile1985",0.654,"17,702,885,394",1658,"G.I. Generation",0.876,0.034
"Chile",1985,"male",55,100,538000,18.59,"Chile1985",0.654,"17,702,885,394",1658,"G.I. Generation",5.38,0.1
"Chile",1985,"male",35,174,1201800,14.48,"Chile1985",0.654,"17,702,885,394",1658,"Silent",12.018,0.174
"Chile",1985,"male",25,122,962600,12.67,"Chile1985",0.654,"17,702,885,394",1658,"Boomers",9.626,0.122
"Chile",1985,"male",15,133,1239900,10.73,"Chile1985",0.654,"17,702,885,394",1658,"Generation X",12.399,0.133
"Chile",1985,"female",55,21,633700,3.31,"Chile1985",0.654,"17,702,885,394",1658,"G.I. Generation",6.337,0.021
"Chile",1985,"female",35,40,1252200,3.19,"Chile1985",0.654,"17,702,885,394",1658,"Silent",12.522,0.04
"Chile",1985,"female",15,27,1216200,2.22,"Chile1985",0.654,"17,702,885,394",1658,"Generation X",12.162,0.027
"Chile",1985,"female",75,3,141200,2.12,"Chile1985",0.654,"17,702,885,394",1658,"G.I. Generation",1.412,0.003
"Chile",1985,"female",25,19,957500,1.98,"Chile1985",0.654,"17,702,885,394",1658,"Boomers",9.575,0.019
"Chile",1985,"male",5,9,1240900,0.73,"Chile1985",0.654,"17,702,885,394",1658,"Generation X",12.409,0.009
"Chile",1985,"female",5,1,1203800,0.08,"Chile1985",0.654,"17,702,885,394",1658,"Generation X",12.038,0.001
"Chile",1986,"male",75,21,91400,22.98,"Chile1986",NA,"18,891,048,819",1728,"G.I. Generation",0.914,0.021
"Chile",1986,"male",55,116,550000,21.09,"Chile1986",NA,"18,891,048,819",1728,"G.I. Generation",5.5,0.116
"Chile",1986,"male",35,156,1237100,12.61,"Chile1986",NA,"18,891,048,819",1728,"Silent",12.371,0.156
"Chile",1986,"male",25,124,1024700,12.1,"Chile1986",NA,"18,891,048,819",1728,"Boomers",10.247,0.124
"Chile",1986,"male",15,108,1261700,8.56,"Chile1986",NA,"18,891,048,819",1728,"Generation X",12.617,0.108
"Chile",1986,"female",15,37,1234200,3,"Chile1986",NA,"18,891,048,819",1728,"Generation X",12.342,0.037
"Chile",1986,"female",35,37,1305400,2.83,"Chile1986",NA,"18,891,048,819",1728,"Silent",13.054,0.037
"Chile",1986,"female",25,26,1018700,2.55,"Chile1986",NA,"18,891,048,819",1728,"Boomers",10.187,0.026
"Chile",1986,"female",55,15,657700,2.28,"Chile1986",NA,"18,891,048,819",1728,"G.I. Generation",6.577,0.015
"Chile",1986,"female",75,3,147500,2.03,"Chile1986",NA,"18,891,048,819",1728,"G.I. Generation",1.475,0.003
"Chile",1986,"male",5,7,1224000,0.57,"Chile1986",NA,"18,891,048,819",1728,"Generation X",12.24,0.007
"Chile",1986,"female",5,4,1179300,0.34,"Chile1986",NA,"18,891,048,819",1728,"Generation X",11.793,0.004
"Chile",1987,"male",55,120,563900,21.28,"Chile1987",NA,"22,255,407,685",1985,"G.I. Generation",5.639,0.12
"Chile",1987,"male",75,19,93700,20.28,"Chile1987",NA,"22,255,407,685",1985,"G.I. Generation",0.937,0.019
"Chile",1987,"male",25,147,1050700,13.99,"Chile1987",NA,"22,255,407,685",1985,"Boomers",10.507,0.147
"Chile",1987,"male",35,160,1268600,12.61,"Chile1987",NA,"22,255,407,685",1985,"Silent",12.686,0.16
"Chile",1987,"male",15,116,1293700,8.97,"Chile1987",NA,"22,255,407,685",1985,"Generation X",12.937,0.116
"Chile",1987,"female",55,23,674400,3.41,"Chile1987",NA,"22,255,407,685",1985,"G.I. Generation",6.744,0.023
"Chile",1987,"female",15,38,1265500,3,"Chile1987",NA,"22,255,407,685",1985,"Generation X",12.655,0.038
"Chile",1987,"female",25,29,1044400,2.78,"Chile1987",NA,"22,255,407,685",1985,"Boomers",10.444,0.029
"Chile",1987,"female",35,34,1338500,2.54,"Chile1987",NA,"22,255,407,685",1985,"Silent",13.385,0.034
"Chile",1987,"male",5,6,1255100,0.48,"Chile1987",NA,"22,255,407,685",1985,"Generation X",12.551,0.006
"Chile",1987,"female",5,1,1209200,0.08,"Chile1987",NA,"22,255,407,685",1985,"Generation X",12.092,0.001
"Chile",1987,"female",75,0,151300,0,"Chile1987",NA,"22,255,407,685",1985,"G.I. Generation",1.513,0
"Chile",1988,"male",75,29,106000,27.36,"Chile1988",NA,"26,040,229,793",2303,"G.I. Generation",1.06,0.029
"Chile",1988,"male",55,101,566000,17.84,"Chile1988",NA,"26,040,229,793",2303,"G.I. Generation",5.66,0.101
"Chile",1988,"male",25,160,1095000,14.61,"Chile1988",NA,"26,040,229,793",2303,"Boomers",10.95,0.16
"Chile",1988,"male",35,173,1272000,13.6,"Chile1988",NA,"26,040,229,793",2303,"Silent",12.72,0.173
"Chile",1988,"male",15,112,1259000,8.9,"Chile1988",NA,"26,040,229,793",2303,"Generation X",12.59,0.112
"Chile",1988,"female",15,38,1233000,3.08,"Chile1988",NA,"26,040,229,793",2303,"Generation X",12.33,0.038
"Chile",1988,"female",55,19,697000,2.73,"Chile1988",NA,"26,040,229,793",2303,"G.I. Generation",6.97,0.019
"Chile",1988,"female",35,32,1329000,2.41,"Chile1988",NA,"26,040,229,793",2303,"Silent",13.29,0.032
"Chile",1988,"female",75,3,172000,1.74,"Chile1988",NA,"26,040,229,793",2303,"G.I. Generation",1.72,0.003
"Chile",1988,"female",25,19,1090000,1.74,"Chile1988",NA,"26,040,229,793",2303,"Boomers",10.9,0.019
"Chile",1988,"female",5,6,1224000,0.49,"Chile1988",NA,"26,040,229,793",2303,"Generation X",12.24,0.006
"Chile",1988,"male",5,5,1263000,0.4,"Chile1988",NA,"26,040,229,793",2303,"Generation X",12.63,0.005
"Chile",1989,"male",75,34,106000,32.08,"Chile1989",NA,"29,885,685,143",2599,"G.I. Generation",1.06,0.034
"Chile",1989,"male",55,109,579000,18.83,"Chile1989",NA,"29,885,685,143",2599,"G.I. Generation",5.79,0.109
"Chile",1989,"male",25,162,1123000,14.43,"Chile1989",NA,"29,885,685,143",2599,"Boomers",11.23,0.162
"Chile",1989,"male",35,170,1314000,12.94,"Chile1989",NA,"29,885,685,143",2599,"Silent",13.14,0.17
"Chile",1989,"male",15,140,1255000,11.16,"Chile1989",NA,"29,885,685,143",2599,"Generation X",12.55,0.14
"Chile",1989,"female",35,33,1370000,2.41,"Chile1989",NA,"29,885,685,143",2599,"Silent",13.7,0.033
"Chile",1989,"female",15,26,1228000,2.12,"Chile1989",NA,"29,885,685,143",2599,"Generation X",12.28,0.026
"Chile",1989,"female",25,23,1117000,2.06,"Chile1989",NA,"29,885,685,143",2599,"Boomers",11.17,0.023
"Chile",1989,"female",75,3,175000,1.71,"Chile1989",NA,"29,885,685,143",2599,"G.I. Generation",1.75,0.003
"Chile",1989,"female",55,12,715000,1.68,"Chile1989",NA,"29,885,685,143",2599,"G.I. Generation",7.15,0.012
"Chile",1989,"male",5,11,1280000,0.86,"Chile1989",NA,"29,885,685,143",2599,"Generation X",12.8,0.011
"Chile",1989,"female",5,2,1239000,0.16,"Chile1989",NA,"29,885,685,143",2599,"Generation X",12.39,0.002
"Chile",1990,"male",55,145,608000,23.85,"Chile1990",0.699,"33,113,887,818",2828,"G.I. Generation",6.08,0.145
"Chile",1990,"male",75,22,112000,19.64,"Chile1990",0.699,"33,113,887,818",2828,"G.I. Generation",1.12,0.022
"Chile",1990,"male",35,176,1340000,13.13,"Chile1990",0.699,"33,113,887,818",2828,"Silent",13.4,0.176
"Chile",1990,"male",25,148,1167000,12.68,"Chile1990",0.699,"33,113,887,818",2828,"Boomers",11.67,0.148
"Chile",1990,"male",15,134,1256000,10.67,"Chile1990",0.699,"33,113,887,818",2828,"Generation X",12.56,0.134
"Chile",1990,"female",55,19,732000,2.6,"Chile1990",0.699,"33,113,887,818",2828,"G.I. Generation",7.32,0.019
"Chile",1990,"female",35,34,1419000,2.4,"Chile1990",0.699,"33,113,887,818",2828,"Silent",14.19,0.034
"Chile",1990,"female",25,27,1162000,2.32,"Chile1990",0.699,"33,113,887,818",2828,"Boomers",11.62,0.027
"Chile",1990,"female",15,23,1230000,1.87,"Chile1990",0.699,"33,113,887,818",2828,"Generation X",12.3,0.023
"Chile",1990,"female",75,3,171000,1.75,"Chile1990",0.699,"33,113,887,818",2828,"G.I. Generation",1.71,0.003
"Chile",1990,"male",5,9,1276000,0.71,"Chile1990",0.699,"33,113,887,818",2828,"Generation X",12.76,0.009
"Chile",1990,"female",5,3,1236000,0.24,"Chile1990",0.699,"33,113,887,818",2828,"Generation X",12.36,0.003
"Chile",1991,"male",75,31,112500,27.56,"Chile1991",NA,"37,834,793,730",3187,"G.I. Generation",1.125,0.031
"Chile",1991,"male",55,111,617200,17.98,"Chile1991",NA,"37,834,793,730",3187,"Silent",6.172,0.111
"Chile",1991,"male",35,222,1404000,15.81,"Chile1991",NA,"37,834,793,730",3187,"Boomers",14.04,0.222
"Chile",1991,"male",25,143,1178100,12.14,"Chile1991",NA,"37,834,793,730",3187,"Boomers",11.781,0.143
"Chile",1991,"male",15,142,1243900,11.42,"Chile1991",NA,"37,834,793,730",3187,"Generation X",12.439,0.142
"Chile",1991,"female",35,42,1453200,2.89,"Chile1991",NA,"37,834,793,730",3187,"Boomers",14.532,0.042
"Chile",1991,"female",15,34,1217200,2.79,"Chile1991",NA,"37,834,793,730",3187,"Generation X",12.172,0.034
"Chile",1991,"female",75,5,186300,2.68,"Chile1991",NA,"37,834,793,730",3187,"G.I. Generation",1.863,0.005
"Chile",1991,"female",25,29,1171500,2.48,"Chile1991",NA,"37,834,793,730",3187,"Boomers",11.715,0.029
"Chile",1991,"female",55,16,750400,2.13,"Chile1991",NA,"37,834,793,730",3187,"Silent",7.504,0.016
"Chile",1991,"female",5,7,1247600,0.56,"Chile1991",NA,"37,834,793,730",3187,"Millenials",12.476,0.007
"Chile",1991,"male",5,5,1289100,0.39,"Chile1991",NA,"37,834,793,730",3187,"Millenials",12.891,0.005
"Chile",1992,"male",75,25,118000,21.19,"Chile1992",NA,"45,964,327,559",3791,"G.I. Generation",1.18,0.025
